SalesKey,DateKey,SalesQuantity,SaleAmount,ProfitAmount,Region,States,ProductName,ProductCategoryName,ProductSubcategoryName,Feedback
4878,2018-05-29,1,361.11,100.0,93240,STAINS,DIVERS,DIVERS,4 pneus 215/50/17 michelin,4
4880,2018-11-13,1,173.61,0.0,95500,GONESSE,DIVERS,DIVERS,2 pneus firestone,9
4882,2019-04-04,1,279.83,0.0,95190,GOUSSAINVILLE,DIVERS,SEAT,PARE-BRISE V (YC EMBAS/INTERMIT/REG.VIN),6
4882,2019-04-04,1,25.0,100.0,95190,GOUSSAINVILLE,DIVERS,DIVERS,2734RGSH5FD AVG AYGO,6
4884,2020-01-28,1,556.08,0.0,95400,VILLIERS LE BEL,DIVERS,PILKINGTON (EUROCODE),Pare-brise clair dégradé bleu,9
4887,2020-07-01,1,60.98,0.0,95140,GARGES LES GONESSE,DIVERS,PILKINGTON (EUROCODE),Enjoliveur pare-brise,4
4887,2020-07-01,1,87.5,100.0,95140,GARGES LES GONESSE,DIVERS,DIVERS,1 jeux de plaquette AV ,4
4888,2021-04-30,1,407.78,100.0,93450,L ILE ST DENIS,DIVERS,DIVERS,PARE-BRISE TEINTÉ VERT INFINITI Q50 V37 CAPTEUR DE PLUIE 13-,5
4888,2021-04-30,14,71.26,0.0,93450,L ILE ST DENIS,DIVERS,RENAULT,JOINT PARE-BRISE,5
4893,2022-06-07,1,332.48,0.0,95190,GOUSSAINVILLE,DIVERS,RENAULT,PARE-BRISE V CAPTEUR PLUIE (ALLUM. FEU AUTO),0
4893,2022-06-07,1,216.22,100.0,95190,GOUSSAINVILLE,DIVERS,DIVERS,1 vitre av c1,0
4896,2023-04-04,1,402.69,0.0,95270,VIARMES,DIVERS,KIA,PARE-BRISE V DEGRADE CAPTEUR PLUIE,6
4897,2023-06-12,1,49.17,0.0,93430,VILLETANEUSE,DIVERS,DIVERS,KITS COLLAGE 400ML LUNETTE CHAUFFANTE,2
4905,2019-07-12,1,83.33,100.0,93240,STAINS,DIVERS,DIVERS,1 pb,7
4906,2019-10-28,1,570.83,100.0,95200,SARCELLES,DIVERS,DIVERS,PETITE VITRE INFERIEUR PARE BRISE REF/058766E,8
4906,2019-10-28,1,45.75,0.0,95200,SARCELLES,DIVERS,PILKINGTON (EUROCODE),Enjoliveur pare-brise,8
4907,2019-12-10,1,96.68,100.0,94400,VITRY SUR SEINE,DIVERS,DIVERS,1 PARE BRISE BMW SERIE 5,1
4911,2021-02-10,1,12.23,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,AUTOCOLL.CAPTE.PLUIE,10
4912,2021-05-03,1,89.17,100.0,95400,VILLIERS LE BEL,DIVERS,DIVERS,PARE-BRISE VERT BANDEAU GRIS MERCEDES VITO II/ VIANO ANTENNE INTEGREE03-12,5
4913,2021-09-28,1,64.08,0.0,95500,GONESSE,DIVERS,RENAULT,ENJOLIVEUR D PARE-BRISE,1
4913,2021-09-28,1,15.83,0.0,95500,GONESSE,DIVERS,PILKINGTON,Enjoliveur pare-brise,1
4914,2021-12-28,1,49.65,0.0,95360,MONTMAGNY,DIVERS,PILKINGTON,Enjoliveur pare-brise,8
4914,2021-12-28,1,320.51,0.0,95360,MONTMAGNY,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert dégradé vert,8
4915,2022-03-16,1,152.78,100.0,93500,PANTIN,DIVERS,DIVERS,1 VITRAGE AVANT CLIOV,3
4915,2022-03-16,1,439.78,0.0,93500,PANTIN,DIVERS,VOLKSWAGEN,PARE-BRISE V AVEC ANTENNE (AVEC BANDEAU),3
4917,2022-09-12,1,77.23,100.0,80250,THORY,DIVERS,DIVERS,1 VITRAGE AVANT MERCEDES CLASSE A ,3
4919,2023-04-04,1,430.56,100.0,94270,LE KREMLIN BICETRE,DIVERS,DIVERS,4 PNEUS 285/40/22,1
4919,2023-04-04,1,32.5,100.0,94270,LE KREMLIN BICETRE,DIVERS,DIVERS,VITRE MOBILE ARRIERE DROIT VERT FOCUS II 5 PORTES HAYON 04-11  3566RGSH5RD,1
4920,2023-10-14,1,709.68,0.0,95370,MONTIGNY LES CORMEILLES,DIVERS,KIA,PARE-BRISE V DEGRADE CHAUFFANT CAPT/PLUIE (+EMB/ANTI-BUEE/CHANG-VOIE),5
4921,2024-01-27,1,396.88,0.0,94430,CHENNEVIERES SUR MARNE,DIVERS,OPEL,PARE-BRISE V CAPTEUR PLUIE,10
4921,2024-01-27,1,33.33,100.0,94430,CHENNEVIERES SUR MARNE,DIVERS,DIVERS,CUSTODE ARRIERE DROIT VERT PICASSO 1 99-09,10
4923,2018-08-10,1,54.17,100.0,94460,VALENTON,DIVERS,DIVERS,LUNETTE VERT GCHE SPRINTER W906 06-18 5439BGSVL,9
4923,2018-08-10,1,283.82,0.0,94460,VALENTON,DIVERS,NISSAN,PARE-BRISE V (4X2 MOT.DIESEL/ACOUSTIQUE),9
4924,2018-11-13,1,25.0,100.0,93200,ST DENIS,DIVERS,DIVERS,PASSAGE VALISE,3
4924,2018-11-13,1,107.55,0.0,93200,ST DENIS,DIVERS,VOLKSWAGEN,GLACE MOBILE BL PTE AVG,3
4926,2019-04-04,1,50.0,100.0,95170,DEUIL LA BARRE,DIVERS,DIVERS,jeux de plaquettes ar,10
4928,2019-09-03,1,529.27,0.0,95200,SARCELLES,DIVERS,FORD (EU),PARE-BRISE BL AVEC CAPTEUR PLUIE,1
4928,2019-09-03,2,41.11,0.0,95200,SARCELLES,DIVERS,RENAULT,JOINT PARE-BRISE,1
4930,2019-12-11,1,375.87,0.0,95100,ARGENTEUIL,DIVERS,LANCIA,PARE-BRISE V ATHERMIQUE,1
4933,2020-07-01,1,17.52,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,[5351RGSS4RD] GLACE DESCENDANTE ARRIERE DROIT TEINTE VERT W203 BERLINE 00-07,3
4934,2020-08-19,1,408.33,0.0,93110,ROSNY SOUS BOIS,DIVERS,PEUGEOT,PARE-BRISE V CHAUFFANT CAPTEUR PLUIE (ACOUSTIQUE),8
4934,2020-08-19,1,200.25,0.0,93110,ROSNY SOUS BOIS,DIVERS,RENAULT,PARE-BRISE V CAPTEUR PLUIE,8
4936,2021-07-15,1,510.98,0.0,24430,MARSAC SUR L ISLE,DIVERS,PEUGEOT,PARE-BRISE V CAPTEUR PLUIE (ELECTROCHROME/ACOUSTIQUE),10
4938,2021-12-28,1,365.0,0.0,93150,LE BLANC MESNIL,DIVERS,SKODA,PARE-BRISE V CAPTEUR PLUIE (+EMBASE/CAMERA/J-N AUTO),4
4939,2022-03-16,1,55.56,100.0,94170,LE PERREUX SUR MARNE,DIVERS,DIVERS,UNE GEOMETRIE ,8
4940,2022-09-12,1,427.08,0.0,93200,ST DENIS,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert,8
4941,2023-04-04,1,41.67,100.0,95500,GONESSE,DIVERS,DIVERS,VITRE MOBILE AVG CLIO2,4
4943,2023-10-14,1,138.27,0.0,51120,SEZANNE,DIVERS,FIAT,GLACE FIXE V PTE AVD,6
4943,2023-10-14,1,180.56,100.0,51120,SEZANNE,DIVERS,DIVERS,2 PNEUS 275/35/19 DUNLOP,6
4944,2024-05-03,1,48.61,0.0,93200,ST DENIS,DIVERS,DIVERS,1 VITRE MOBILE OPEL CORSA,6
4944,2024-05-03,1,234.9,0.0,93200,ST DENIS,DIVERS,AGC,Pare-brise vert,6
4945,2018-08-10,1,270.57,0.0,95200,SARCELLES,DIVERS,MERCEDES,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE,5
4946,2018-11-13,1,83.33,100.0,93200,ST DENIS,DIVERS,DIVERS,2 pneus 195/55/15,7
4947,2019-01-19,1,104.17,100.0,93240,STAINS,DIVERS,DIVERS,Trois vitres,2
4949,2019-07-12,1,97.22,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,PNEUX 225/55/17,0
4950,2019-09-03,1,187.5,100.0,93800,EPINAY SUR SEINE,DIVERS,DIVERS,5 PNEUS 205/50/17,0
4952,2019-12-11,1,89.17,100.0,95100,ARGENTEUIL,DIVERS,DIVERS,PARE-BRISE VERT BANDEAU BLEU CLASSE A/B W169/245 CAPTEUR DE PLUIE 04-12,2
4953,2020-04-22,1,54.17,0.0,95100,ARGENTEUIL,DIVERS,DIVERS,GLACE AV GAUCHE 508,7
4956,2021-05-03,1,441.62,0.0,93190,LIVRY GARGAN,DIVERS,AGC,Pare-brise vert,1
4958,2021-09-28,1,313.03,0.0,95440,ECOUEN,DIVERS,RENAULT,PARE-BRISE BL ATHERMIQUE,7
4960,2022-06-08,1,73.54,0.0,93800,EPINAY SUR SEINE,DIVERS,VOLVO,ENJOLIVEUR INF PARE-BRISE,8
4960,2022-06-08,1,25.29,0.0,93800,EPINAY SUR SEINE,DIVERS,PILKINGTON (EUROCODE),Enjoliveur pare-brise,8
4961,2022-09-12,1,656.5,0.0,93380,PIERREFITTE SUR SEINE,DIVERS,CHEVROLET (EU),PARE-BRISE V CAPTEUR PLUIE (+EMBASE RET/ELECTROCHROME),10
4963,2023-04-05,1,559.19,0.0,93270,SEVRAN,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert dégradé bleu,2
4965,2023-08-18,1,482.77,0.0,93130,NOISY LE SEC,DIVERS,JEEP,PARE-BRISE V ATHERMIQUE (EQUIP.CLIM AUTO),1
4969,2018-08-10,1,48.61,100.0,94140,ALFORTVILLE,DIVERS,DIVERS,4 pneus dayton 205/55/16,1
4969,2018-08-10,1,151.67,100.0,94140,ALFORTVILLE,DIVERS,DIVERS,VITRAGE CITROEN C4 AVEC CAPTEUR,1
4970,2018-11-13,1,138.89,100.0,93200,ST DENIS,DIVERS,DIVERS,1 vitrage av ford,10
4971,2019-01-19,1,111.15,100.0,93240,STAINS,DIVERS,DIVERS,[3750BGSVLW] LUNETTE ARRIERE GAUCHE TEINTE VERT CHAUFFANT BOXER/JUMPER2/D 06-,0
4972,2019-05-30,1,923.48,0.0,94400,VITRY SUR SEINE,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert,3
4973,2019-09-04,1,18.45,0.0,93130,NOISY LE SEC,DIVERS,PILKINGTON (EUROCODE),Enjoliveur pare-brise,10
4974,2019-10-28,1,58.33,100.0,93240,STAINS,DIVERS,DIVERS,2 biellettes,5
4974,2019-10-28,1,79.17,100.0,93240,STAINS,DIVERS,DIVERS,TRAVAEUX ET T1,5
4978,2020-07-01,1,14.68,0.0,93290,TREMBLAY EN FRANCE,DIVERS,RENAULT,ENJOLIVEUR SUP PARE-BRISE,9
4978,2020-07-01,1,60.0,100.0,93290,TREMBLAY EN FRANCE,DIVERS,DIVERS,PARE-BRISE VERT FIAT PANDA II 03-12  3359AGS,9
4979,2020-08-19,1,625.42,0.0,95800,CERGY,DIVERS,PILKINGTON (EUROCODE),Pare-brise clair dégradé bleu,8
4980,2020-10-30,1,250.07,0.0,91170,VIRY CHATILLON,DIVERS,RENAULT,PARE-BRISE V CAPTEUR PLUIE (MOT.ESSENCE ET ETHANOL),0
4981,2021-05-03,1,347.22,100.0,93600,AULNAY SOUS BOIS,DIVERS,DIVERS,FRAIT DE GARDIENNAGE POUR MEGANE EY641VB,1
4981,2021-05-03,1,23.33,100.0,93600,AULNAY SOUS BOIS,DIVERS,DIVERS,VITRE MOBILE AVANT DROIT VERT SPRINTER PETIT ET GRAND MODELE95-06  5426RGNV2FD,1
4983,2021-09-28,1,555.56,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,volant moteur+ mo,7
4983,2021-09-28,1,834.66,0.0,93380,PIERREFITTE SUR SEINE,DIVERS,AGC,Pare-brise vert,7
4985,2022-09-12,1,236.11,100.0,95400,VILLIERS LE BEL,DIVERS,DIVERS,1 pneu 285/40/20 dunlop,6
4986,2023-04-05,2,161.76,100.0,93150,LE BLANC MESNIL,DIVERS,DIVERS,PARE BRISE AUDI Q3 CAPT PLUIE  8614AGAGYMVZ6P,5
4988,2023-08-19,1,69.44,100.0,95190,GOUSSAINVILLE,DIVERS,DIVERS,remplacement de 4 pneus fournis par le client ,10
4990,2018-05-31,1,325.12,0.0,77270,VILLEPARISIS,DIVERS,PILKINGTON,Pare-brise vert dégradé gris,0
4991,2018-11-14,1,227.11,0.0,93380,PIERREFITTE SUR SEINE,DIVERS,MERCEDES,PARE-BRISE V ATHERMIQUE (VITRAGE ATHERM.INTEGRALE),3
4993,2019-05-30,1,97.22,100.0,95400,VILLIERS LE BEL,DIVERS,DIVERS,1 JEU DE PLAQUETTES+PARA,3
4993,2019-05-30,1,97.22,0.0,95400,VILLIERS LE BEL,DIVERS,DIVERS,2 pneus audi A6,3
4994,2019-09-04,1,66.75,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,COLLE 2K DE PARE BRISE ,1
4995,2020-01-30,2,569.8,0.0,93430,VILLETANEUSE,DIVERS,PEUGEOT,PARE-BRISE V CAPTEUR PLUIE (EQUIP.CAMERA/ACOUSTIQUE),9
4995,2020-01-30,1,277.42,0.0,93430,VILLETANEUSE,DIVERS,VOLKSWAGEN,PARE-BRISE V AVEC ANTENNE (ANTENNE DIVERSITY),9
4997,2020-05-30,1,112.5,100.0,93250,VILLEMOMBLE,DIVERS,DIVERS,1 VITRE AVANT MERCEDES,5
4999,2021-02-12,1,230.68,0.0,95500,LE THILLAY,DIVERS,AGC,Pare-brise vert,7
4999,2021-02-12,1,55.56,100.0,95500,LE THILLAY,DIVERS,DIVERS,CAPTEUR ABS AVD ,7
5000,2021-05-04,1,152.78,100.0,93130,NOISY LE SEC,DIVERS,DIVERS,PARE BRISE TWINGO PIECE ET MAIN D'OEUVRE,3
5001,2022-09-12,1,135.0,100.0,95200,SARCELLES,DIVERS,DIVERS,PARE BRISE RENAULT MEGANE IV 7302AGACVZ1C,2
5001,2022-09-12,1,312.5,100.0,95200,SARCELLES,DIVERS,DIVERS,VITRE AVANT DAF,2
5004,2023-08-19,1,570.83,100.0,76600,LE HAVRE,DIVERS,DIVERS,PETITE VITRE INFERIEUR PARE BRISE REF/058766E,5
5004,2023-08-19,1,27.78,100.0,76600,LE HAVRE,DIVERS,DIVERS,FILTRE A POLLEN,5
5005,2023-10-16,1,82.5,100.0,93120,LA COURNEUVE,DIVERS,DIVERS,PARE BRISE VOLVO C30 8832AGSMVZ2R,4
5006,2024-01-31,1,90.48,100.0,95200,SARCELLES,DIVERS,DIVERS,AUD A3/S3 03-13 PB Ve /Gr Sks Acc Ext 8580AGAGYVW,1
5006,2024-01-31,1,263.15,0.0,95200,SARCELLES,DIVERS,MAZDA,LUNETTE V CHAUFFANTE,1
5008,2019-01-19,1,4.66,0.0,93140,BONDY,DIVERS,FIAT,JOINT INF PARE-BRISE,10
5009,2019-05-31,1,416.67,100.0,77410,ANNET SUR MARNE,DIVERS,DIVERS,BOIIER CLEFS MERCEDES,3
5009,2019-05-31,1,555.75,0.0,77410,ANNET SUR MARNE,DIVERS,PILKINGTON,Pare-brise vert dégradé gris,3
5010,2019-07-12,2,506.03,0.0,95160,MONTMORENCY,DIVERS,CITROEN,PARE-BRISE V (ACOUSTIQUE/INTERMITTENT),5
5011,2019-09-04,1,59.01,0.0,95400,ARNOUVILLE LES GONESSE,DIVERS,MERCEDES,ENJOLIVEUR SUP PARE-BRISE,8
5011,2019-09-04,1,384.0,0.0,95400,ARNOUVILLE LES GONESSE,DIVERS,MERCEDES,PARE-BRISE V CAPTEUR PLUIE (ASS.VOIE-AUTO),8
5012,2019-12-11,2,48.38,0.0,93240,STAINS,DIVERS,NISSAN,JOINT PARE-BRISE,1
5014,2020-05-30,1,48.61,100.0,95200,SARCELLES,DIVERS,DIVERS,CHANGEMENT  ROULEMENT AVD,4
5014,2020-05-30,2,150.28,0.0,95200,SARCELLES,DIVERS,PEUGEOT,JOINT PARE-BRISE,4
5016,2020-08-20,1,320.88,0.0,93430,VILLETANEUSE,DIVERS,MERCEDES,PARE-BRISE V CAPTEUR PLUIE (CAMERA/REC.PANN/CHG-VOIE),7
5016,2020-08-20,1,323.67,0.0,93430,VILLETANEUSE,DIVERS,PILKINGTON,Pare-brise vert,7
5017,2021-02-12,1,542.55,0.0,28310,TOURY,DIVERS,MERCEDES,PARE-BRISE V CAPTEUR PLUIE (SYS.CHANGEM-VOIE/ALLEGE),4
5017,2021-02-12,1,66.67,100.0,28310,TOURY,DIVERS,DIVERS,MAIN D'EUVRE ,4
5019,2022-01-03,1,829.81,100.0,95400,VILLIERS LE BEL,DIVERS,DIVERS,AILE ARD,6
5019,2022-01-03,1,236.47,0.0,95400,VILLIERS LE BEL,DIVERS,RENAULT,PARE-BRISE V CAPTEUR PLUIE,6
5020,2022-03-21,1,8.17,100.0,95200,SARCELLES,DIVERS,DIVERS,JEU DE MINI CROCHETS / PIC 127 x 25 x 25 MM,10
5022,2022-09-12,1,432.34,0.0,63170,PERIGNAT LES SARLIEVE,DIVERS,CITROEN,PARE-BRISE V CAPTEUR PLUIE (YC ENJ+CALES),6
5022,2022-09-12,1,570.83,100.0,63170,PERIGNAT LES SARLIEVE,DIVERS,DIVERS,PETITE VITRE INFERIEUR PARE BRISE REF/058766E,6
5024,2023-04-05,1,440.08,0.0,60180,NOGENT SUR OISE,DIVERS,PILKINGTON,Pare-brise vert dégradé bleu,8
5026,2023-08-21,1,131.94,100.0,94120,FONTENAY SOUS BOIS,DIVERS,DIVERS,VIDANGE COMPLETTE 3 FILTRES 5W30,8
5026,2023-08-21,1,31.67,100.0,94120,FONTENAY SOUS BOIS,DIVERS,DIVERS,VITRE MOBILE AVANT GAUCHE VERT SUZUKI SWIFT 5 PORTES HAYON 05-10 8031LGNH5FD,8
5028,2024-05-04,1,122.47,0.0,2400,NESLES LA MONTAGNE,DIVERS,PEUGEOT,GLACE FIXE V PTE AVG (YC COULISSE),0
5029,2018-06-02,1,506.9,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,14 pneus 215/65/16c,7
5029,2018-06-02,1,503.13,0.0,93380,PIERREFITTE SUR SEINE,DIVERS,PEUGEOT,PARE-BRISE V CAPTEUR PLUIE (EQUIP.CAMERA/ACOUSTIQUE),7
5032,2019-09-04,1,124.31,100.0,93600,AULNAY SOUS BOIS,DIVERS,DIVERS,PARE BRISE KIA VENGA   4435CGSV,1
5032,2019-09-04,1,1052.25,0.0,93600,AULNAY SOUS BOIS,DIVERS,AUDI,PARE-BRISE V ATHERMIQ CHAUFFAN-CAPT/PLUIE (DOUBLE VITRAGE/CAMERA),1
5033,2019-10-29,1,192.5,0.0,92000,NANTERRE,DIVERS,SKODA,PARE-BRISE (CLAIR/REGAR.No CHASSIS),6
5033,2019-10-29,1,20.83,0.0,92000,NANTERRE,DIVERS,VOLKSWAGEN,ENJOLIVEUR INF PARE-BRISE,6
5041,2022-01-03,1,287.71,0.0,77410,CLAYE SOUILLY,DIVERS,RENAULT,PARE-BRISE V (REFL.SOLEIL/ACOUSTIQUE),8
5041,2022-01-03,1,259.23,0.0,77410,CLAYE SOUILLY,DIVERS,TOYOTA,PARE-BRISE V,8
5042,2022-03-21,1,17.52,100.0,75012,PARIS 12EME ARRONDISSEMENT,DIVERS,DIVERS,[5351RGSS4RD] GLACE DESCENDANTE ARRIERE DROIT TEINTE VERT W203 BERLIN E00-07,3
5043,2022-06-09,1,258.75,100.0,95170,DEUIL LA BARRE,DIVERS,DIVERS,PB VT DAF 65/75/85-CF,7
5046,2023-04-05,1,18.32,0.0,94320,THIAIS,DIVERS,BMW,JOINT SUP PARE-BRISE,8
5047,2023-08-21,1,776.73,0.0,94550,CHEVILLY LARUE,DIVERS,FORD (EU),PARE-BRISE V ATHERMIQ CHAUFFAN-CAPT/PLUIE (PROD.VALENCE(ESPAGNE)),5
5047,2023-08-21,1,165.0,100.0,94550,CHEVILLY LARUE,DIVERS,DIVERS,PARE-BRISE VERT PEUGEOT 607 CAPTEUR DE PLUIE CARRE 04-10 6540ACCMVZ (PK),5
5048,2023-10-16,1,4.17,100.0,75012,PARIS 12EME ARRONDISSEMENT,DIVERS,DIVERS,AGRAFES,8
5048,2023-10-16,1,4.17,100.0,75012,PARIS 12EME ARRONDISSEMENT,DIVERS,DIVERS,AGRAPHES,8
5050,2018-08-13,1,293.33,100.0,93210,LA PLAINE ST DENIS,DIVERS,DIVERS,PARE BRISE FIAT 500L 3373AGAHMWZ,4
5050,2018-08-13,1,1496.07,0.0,93210,LA PLAINE ST DENIS,DIVERS,MERCEDES,OPTIQUE DOUBLE D (FULL LED/ALLUM.PHARE AUTO),4
5052,2019-01-21,1,621.09,0.0,77340,PONTAULT COMBAULT,DIVERS,SEAT,PARE-BRISE V ATHERMIQUE (+EMBASE+ENJOL.INF/REG.VIN),1
5053,2019-04-05,1,44.5,0.0,93300,AUBERVILLIERS,DIVERS,PILKINGTON,Enjoliveur pare-brise,1
5055,2019-09-04,1,74.17,100.0,93800,EPINAY SUR SEINE,DIVERS,DIVERS,REMPLACER PARE BRISE RENAULT KERAX,9
5055,2019-09-04,1,65.0,100.0,93800,EPINAY SUR SEINE,DIVERS,DIVERS,PARE BRISE RENAULT ESPACE SIMPLE 96- 7234AGN (PK),9
5057,2019-12-11,2,86.7,0.0,93430,VILLETANEUSE,DIVERS,NISSAN,ENJOLIVEUR PARE-BRISE (POUR T/O VITRE),7
5059,2020-05-30,1,341.0,0.0,95200,SARCELLES,DIVERS,VOLKSWAGEN,LUNETTE V CHAUFFANTE,5
5060,2020-11-09,1,118.81,100.0,95470,SURVILLIERS,DIVERS,DIVERS,RENAULT MODUS (04-12)/ GRAND MODUS (08-): PB VERT SOLAR + CAP.PL./LU ,8
5060,2020-11-09,1,353.63,0.0,95470,SURVILLIERS,DIVERS,PILKINGTON,Pare-brise vert,8
5061,2021-02-12,1,33.33,100.0,95200,SARCELLES,DIVERS,DIVERS,montage + EQUILIBRAGE 2 PNEUS,1
5061,2021-02-12,1,60.0,100.0,95200,SARCELLES,DIVERS,DIVERS,DEFLECTEUR AVANT GAUCHE VERT BERLINGO/PARTNER 08-18 2741LGSV3FVZ,1
5062,2021-05-05,1,583.05,0.0,95270,LUZARCHES,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert dégradé gris,3
5063,2021-07-17,1,48.61,100.0,93240,STAINS,DIVERS,DIVERS,1 pneu 190/45/15,7
5065,2022-01-03,1,60.0,100.0,93240,STAINS,DIVERS,DIVERS,PARE-BRISE VERT FIAT PANDA II 03-12  3359AGS,4
5065,2022-01-03,1,665.45,0.0,93240,STAINS,DIVERS,PILKINGTON,Pare-brise clair,4
5066,2022-03-21,2,694.0,0.0,93130,NOISY LE SEC,DIVERS,PEUGEOT,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (ACOUSTIQUE),10
5068,2022-09-13,1,34.11,100.0,95200,SARCELLES,DIVERS,DIVERS,PROTECTEUR DE PIED,2
5069,2023-01-21,1,66.75,100.0,93240,STAINS,DIVERS,DIVERS,COLLE 2K DE PARE BRISE ,4
5069,2023-01-21,1,64.17,100.0,93240,STAINS,DIVERS,DIVERS,VITRE AVD PREMIUM 7242RGNL2FDS,4
5070,2023-04-06,1,147.77,0.0,95100,ARGENTEUIL,DIVERS,PEUGEOT,GLACE MOBILE V PTE ARG (SURTEINTEE),8
5070,2023-04-06,1,274.13,0.0,95100,ARGENTEUIL,DIVERS,PILKINGTON (EUROCODE),Pare-brise clair,8
5072,2023-08-21,1,118.88,100.0,95490,VAUREAL,DIVERS,DIVERS,POMPE A LIQUIDE DE REFROIDISSEMENT,3
5072,2023-08-21,1,1321.45,0.0,95490,VAUREAL,DIVERS,RENAULT,PARE-BRISE V CHAUFFANT,3
5074,2024-05-06,1,553.15,0.0,93380,PIERREFITTE SUR SEINE,DIVERS,AUDI,PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (EQUIP.CAMERA),5
5075,2018-11-15,1,355.92,0.0,45100,ORLEANS,DIVERS,PILKINGTON (EUROCODE),Pare-brise vert dégradé bleu,4
5075,2018-11-15,1,25.0,100.0,45100,ORLEANS,DIVERS,DIVERS,DEFLECTEUR AVANT DROIT VERT SPRINTER W910 18- 5447RGSV3FV,4
5076,2019-01-21,1,19.17,100.0,77340,PONTAULT COMBAULT,DIVERS,DIVERS,VITRE MOBILE AVANT GAUCHE VERT TOURAN 03-15 8577LGSV5FD,10
5076,2019-01-21,1,75.0,100.0,77340,PONTAULT COMBAULT,DIVERS,DIVERS,vidange,10
5077,2019-06-01,1,76.39,100.0,75019,PARIS 19EME ARRONDISSEMENT,DIVERS,DIVERS,2 pneus 205/55/15,3
5077,2019-06-01,1,111.11,100.0,75019,PARIS 19EME ARRONDISSEMENT,DIVERS,DIVERS,2 PNEUS 215/75/16C,3
5078,2019-07-13,1,97.22,100.0,93200,ST DENIS,DIVERS,DIVERS,2 PNEUS + MONTAGE,0
5080,2019-10-29,1,82.5,100.0,95140,GARGES LES GONESSE,DIVERS,DIVERS,PARE BRISE VOLVO C30 8832AGSMVZ2R,4
5081,2020-01-30,1,342.04,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,1 VITRE AVANT +MO RENAULT PRENIUM,7
5082,2020-04-23,1,104.17,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,1 RETROVISEUR ,3
5082,2020-04-23,1,104.17,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,CHANGEMENT DEFLECTEUR ,3
5083,2020-05-30,1,158.75,100.0,93600,AULNAY SOUS BOIS,DIVERS,DIVERS,4 PNEUS 205/35/16,10
5085,2020-08-20,1,55.56,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,VIDANGE AVEC FILTRE HUIL ET HUIL 5/30,0
5086,2021-02-12,3,6.94,100.0,59130,LAMBERSART,DIVERS,DIVERS,1 ampoule H7,2
5088,2021-09-29,1,79.43,100.0,93200,ST DENIS,DIVERS,DIVERS,1 CUSTODE AR GOLF VII,5
5089,2022-01-03,1,90.28,100.0,77230,DAMMARTIN EN GOELE,DIVERS,DIVERS,2 PNEUS 235/60/18,7
5094,2023-10-18,1,129.17,100.0,93240,STAINS,DIVERS,DIVERS,VITRAGE AVANT VITO II +JOINT,10
5096,2018-08-13,1,94.44,100.0,93200,ST DENIS,DIVERS,DIVERS,VITRE AVD HUNDAY I30,9
5096,2018-08-13,1,103.38,0.0,93200,ST DENIS,DIVERS,PILKINGTON,Glace de porte ARG verte,9
5097,2018-11-15,1,12.38,0.0,93380,PIERREFITTE SUR SEINE,DIVERS,MERCEDES,JOINT SUP PARE-BRISE,7
5097,2018-11-15,1,0.99,100.0,93380,PIERREFITTE SUR SEINE,DIVERS,DIVERS,CLIP PARE BRISE 2,7
5099,2019-10-29,1,267.77,100.0,92110,CLICHY,DIVERS,DIVERS,PARE BRISE MERCEDES AXOR DEGRADE VERT ,9
5101,2020-04-23,1,246.75,0.0,93100,MONTREUIL,DIVERS,CITROEN,PARE-BRISE V (YC JOINT ET CALES),4
5101,2020-04-23,1,243.86,0.0,93100,MONTREUIL,DIVERS,PEUGEOT,PARE-BRISE V,4
5102,2020-05-30,1,134.75,0.0,93200,ST DENIS,DIVERS,PILKINGTON,Kit PB Vert + accessoires,2
5105,2021-07-17,1,250.0,100.0,93200,ST DENIS,DIVERS,DIVERS,4  PNEUS 205/75/16C,1
5106,2022-01-03,1,138.89,100.0,95200,SARCELLES,DIVERS,DIVERS,2 PNEUS 245/35/18,2
5108,2022-06-10,1,534.93,0.0,95200,SARCELLES,DIVERS,OPEL,PARE-BRISE (SANS ASSIST.CHANGEMENT VOIE / EQUIP. ECLAIR.ADAPTAT.),4
